ox,oy,dx,dy
9.485261547390715364e+00,1.536047498164252900e+01,1.703686928057976147e+01,3.219078707937822514e+01
1.836717586943363045e+01,3.223180507530501160e+01,3.385375786858430303e+01,1.400231717208983540e+01
3.631954043219511874e+01,3.253142481834846933e+01,3.044165619033711856e+00,2.630885513460856018e+01
6.061054908626756221e-01,2.133771664360932263e+01,6.688537756307606941e+00,3.709863044911791974e+01
2.627961309505977638e+01,-1.876534744951301459e+00,2.742217426813202152e+01,3.901146600979759427e+01
3.141756471021399477e+01,6.521357802522498304e-01,2.845240797576263603e+01,2.511437856029667515e+01
2.699425371705704890e+01,3.422091430198511119e+01,1.286566556459648858e+01,1.251378295610411939e+01
8.431617071270339991e+00,1.753495964446921107e+01,1.742163475032173992e+01,-8.832558218761947799e-01
1.019439697183600124e+01,8.854168024644701873e-01,2.367341853732885326e+01,4.209857444376701174e+00
1.378110383654977866e+01,3.530165612173403389e+01,2.442281230375739653e+01,2.061592665762993448e+01
